Country,Sector,HS_Code,V2026,V2027,V2028,Route_Tag
Brazil,Iron and steel,721190,1.903,2.076,2.249,(C)
Brazil,Iron and steel,7212,1.903,2.076,2.249,(C)
Brazil,Iron and steel,7213,1.771,1.932,2.093,(C)
Brazil,Iron and steel,7214,,,,(C)
Brazil,Iron and steel,72141000,2.684,2.928,3.172,(C)
Brazil,Iron and steel,72142000,1.771,1.932,2.093,(C)
Brazil,Iron and steel,72143000,1.771,1.932,2.093,(C)
Brazil,Iron and steel,721491,1.771,1.932,2.093,(C)
Brazil,Iron and steel,721499,1.771,1.932,2.093,(C)
Brazil,Iron and steel,7215,1.771,1.932,2.093,(C)
Brazil,Iron and steel,7216,1.771,1.932,2.093,(C)
Brazil,Iron and steel,7217,,,,(C)
Brazil,Iron and steel,721710,1.804,1.968,2.132,(C)
Brazil,Iron and steel,721720,1.804,1.968,2.132,(C)
Brazil,Iron and steel,721730,1.804,1.968,2.132,(C)
Brazil,Iron and steel,721790,1.804,1.968,2.132,(C)
Brazil,Iron and steel,7218,,,, 
Brazil,Iron and steel,72181000,4.334,4.728,5.122, 
Brazil,Iron and steel,721891,3.531,3.852,4.173, 
Brazil,Iron and steel,72189911,3.531,3.852,4.173, 
Brazil,Iron and steel,72189919,4.334,4.728,5.122, 
Brazil,Iron and steel,72189920,3.531,3.852,4.173, 
Brazil,Iron and steel,72189980,4.334,4.728,5.122, 
Brazil,Iron and steel,7219,,,, 
Brazil,Iron and steel,72191100,3.531,3.852,4.173, 
Brazil,Iron and steel,721912,3.531,3.852,4.173, 
Brazil,Iron and steel,721913,3.531,3.852,4.173, 
Brazil,Iron and steel,721914,3.531,3.852,4.173, 
Brazil,Iron and steel,721921,3.531,3.852,4.173, 
Brazil,Iron and steel,721922,3.531,3.852,4.173, 
Brazil,Iron and steel,72192300,3.531,3.852,4.173, 
Brazil,Iron and steel,72192400,3.531,3.852,4.173, 
Brazil,Iron and steel,72193100,3.652,3.984,4.316, 
Brazil,Iron and steel,721932,3.652,3.984,4.316, 
Brazil,Iron and steel,721933,3.652,3.984,4.316, 
Brazil,Iron and steel,721934,3.652,3.984,4.316, 
Brazil,Iron and steel,721935,3.652,3.984,4.316, 
Brazil,Iron and steel,721990,3.652,3.984,4.316, 
Brazil,Iron and steel,7220,,,, 
Brazil,Iron and steel,72201100,3.531,3.852,4.173, 
Brazil,Iron and steel,72201200,3.531,3.852,4.173, 
Brazil,Iron and steel,722020,3.652,3.984,4.316, 
Brazil,Iron and steel,722090,3.652,3.984,4.316, 
Brazil,Iron and steel,7221,3.674,4.008,4.342, 
Brazil,Iron and steel,7222,,,, 
Brazil,Iron and steel,722211,3.674,4.008,4.342, 
Brazil,Iron and steel,722219,3.674,4.008,4.342, 
Brazil,Iron and steel,722220,3.674,4.008,4.342, 
Brazil,Iron and steel,722230,4.334,4.728,5.122, 
Brazil,Iron and steel,722240,3.674,4.008,4.342, 
Brazil,Iron and steel,7223,,,, 
Brazil,Iron and steel,722300,3.707,4.044,4.381, 
Brazil,Iron and steel,7224,,,, 
Brazil,Iron and steel,722410,4.818,5.256,5.694,(F)
Brazil,Iron and steel,72249002,4.015,4.38,4.745,(F)
Brazil,Iron and steel,72249003,4.015,4.38,4.745,(F)
Brazil,Iron and steel,72249005,4.015,4.38,4.745,(F)
Brazil,Iron and steel,72249007,4.015,4.38,4.745,(F)
Brazil,Iron and steel,72249014,4.015,4.38,4.745,(F)
Brazil,Iron and steel,72249018,4.818,5.256,5.694,(F)
Brazil,Iron and steel,72249031,4.015,4.38,4.745,(F)
Brazil,Iron and steel,72249038,4.015,4.38,4.745,(F)
Brazil,Iron and steel,72249090,4.818,5.256,5.694,(F)
Brazil,Iron and steel,7225,,,, 
Brazil,Iron and steel,72251100,5.236,5.712,6.188,(C)
Brazil,Iron and steel,72251910,4.015,4.38,4.745,(C)
Brazil,Iron and steel,72251990,4.136,4.512,4.888,(F)
Brazil,Iron and steel,722530,4.015,4.38,4.745,(F)
Brazil,Iron and steel,722540,4.015,4.38,4.745,(F)
Brazil,Iron and steel,722550,4.136,4.512,4.888,(F)
Brazil,Iron and steel,72259100,4.136,4.512,4.888,(F)
Brazil,Iron and steel,72259200,4.136,4.512,4.888,(F)
Brazil,Iron and steel,72259900,4.136,4.512,4.888,(F)
Brazil,Iron and steel,7226,,,, 
Brazil,Iron and steel,72261100,5.236,5.712,6.188,(C)
Brazil,Iron and steel,72261910,4.015,4.38,4.745,(C)
Brazil,Iron and steel,72261980,4.136,4.512,4.888,(F)
Brazil,Iron and steel,72262000,4.015,4.38,4.745,(F)
Brazil,Iron and steel,722691,4.015,4.38,4.745,(F)
Brazil,Iron and steel,72269200,4.136,4.512,4.888,(F)
Brazil,Iron and steel,722699,4.136,4.512,4.888,(F)
Brazil,Iron and steel,7227,4.158,4.536,4.914,(C)/(F)
Brazil,Iron and steel,7228,,,, 
Brazil,Iron and steel,72281020,4.158,4.536,4.914,(F)
Brazil,Iron and steel,72281050,4.818,5.256,5.694,(F)
Brazil,Iron and steel,72281090,4.158,4.536,4.914,(F)
Brazil,Iron and steel,722820,4.158,4.536,4.914,(F)
Brazil,Iron and steel,722830,4.158,4.536,4.914,(F)
Brazil,Iron and steel,722840,4.818,5.256,5.694,(F)
Brazil,Iron and steel,722850,4.158,4.536,4.914,(C)/(F)
Brazil,Iron and steel,722860,4.158,4.536,4.914,(F)
Brazil,Iron and steel,722870,4.158,4.536,4.914,(C)/(F)
Brazil,Iron and steel,72288000,4.158,4.536,4.914,(F)
Brazil,Iron and steel,7229,4.191,4.572,4.953,(C)/(F)
Brazil,Iron and steel,7301,1.903,2.076,2.249,(C)
Brazil,Iron and steel,7302,2.992,3.264,3.536,(C)
Brazil,Iron and steel,7303,,,, 
Brazil,Iron and steel,730300,3.19,3.48,3.77, 
Brazil,Iron and steel,7304,,,, 
Brazil,Iron and steel,73041100,3.465,3.78,4.095, 
Brazil,Iron and steel,730419,1.837,2.004,2.171,(C)
Brazil,Iron and steel,73042200,3.465,3.78,4.095,(C)
Brazil,Iron and steel,73042300,1.837,2.004,2.171, 
Brazil,Iron and steel,73042400,3.465,3.78,4.095, 
Brazil,Iron and steel,730429,1.837,2.004,2.171, 
Brazil,Iron and steel,730431,1.837,2.004,2.171,(F)
Brazil,Iron and steel,730439,1.837,2.004,2.171,(C)/(F)
Brazil,Iron and steel,73044100,3.465,3.78,4.095,(C)
Brazil,Iron and steel,730449,3.465,3.78,4.095, 
Brazil,Iron and steel,730451,1.815,1.98,2.145,(C)
Brazil,Iron and steel,730459,1.815,1.98,2.145,(C)
Brazil,Iron and steel,73049000,1.837,2.004,2.171,(C)
Brazil,Iron and steel,7305,1.903,2.076,2.249,(C)
Brazil,Iron and steel,7306,,,, 
Brazil,Iron and steel,73061100,3.652,3.984,4.316,(F)
Brazil,Iron and steel,73061900,1.914,2.088,2.262,(C)
Brazil,Iron and steel,73062100,3.652,3.984,4.316, 
Brazil,Iron and steel,73062900,1.914,2.088,2.262, 
Brazil,Iron and steel,73063012,1.914,2.088,2.262,(C)
Brazil,Iron and steel,73063018,1.793,1.956,2.119, 
Brazil,Iron and steel,73063041,1.914,2.088,2.262,(C)
Brazil,Iron and steel,73063049,1.914,2.088,2.262, 
Brazil,Iron and steel,73063072,1.914,2.088,2.262,(C)
Brazil,Iron and steel,73063077,1.914,2.088,2.262,(C)
Brazil,Iron and steel,73063080,1.914,2.088,2.262,(C)
Brazil,Iron and steel,73064020,3.652,3.984,4.316,(C)
Brazil,Iron and steel,73064080,3.531,3.852,4.173,(F)
Brazil,Iron and steel,73065021,2.013,2.196,2.379,(C)
Brazil,Iron and steel,73065029,1.903,2.076,2.249,(F)
Brazil,Iron and steel,73065080,2.013,2.196,2.379,(C)
Brazil,Iron and steel,73066110,3.652,3.984,4.316,(C)
Brazil,Iron and steel,73066192,1.914,2.088,2.262,(C)
Brazil,Iron and steel,73066199,1.914,2.088,2.262,(C)
Brazil,Iron and steel,73066910,3.652,3.984,4.316, 
Brazil,Iron and steel,73066990,1.914,2.088,2.262, 
Brazil,Iron and steel,73069000,1.914,2.088,2.262, 
Brazil,Iron and steel,7307,,,, 
Brazil,Iron and steel,730711,2.552,2.784,3.016, 
Brazil,Iron and steel,73071910,2.552,2.784,3.016, 
Brazil,Iron and steel,73071990,2.684,2.928,3.172,(C)
Brazil,Iron and steel,73072100,3.047,3.324,3.601, 
Brazil,Iron and steel,730722,3.047,3.324,3.601, 
Brazil,Iron and steel,730723,3.047,3.324,3.601, 
Brazil,Iron and steel,730729,3.047,3.324,3.601, 
Brazil,Iron and steel,73079100,1.815,1.98,2.145,(C)
Brazil,Iron and steel,730792,1.815,1.98,2.145,(C)
Brazil,Iron and steel,730793,1.815,1.98,2.145,(C)
Brazil,Iron and steel,730799,1.815,1.98,2.145,(C)
Brazil,Iron and steel,7308,3.201,3.492,3.783,(C)
Brazil,Iron and steel,7309,3.432,3.744,4.056,(C)
Brazil,Iron and steel,7310,1.914,2.088,2.262,(C)
Brazil,Iron and steel,7311,,,, 
Brazil,Iron and steel,731100,3.3,3.6,3.9,(C)
Brazil,Iron and steel,7318,,,, 
Brazil,Iron and steel,73181100,1.771,1.932,2.093,(C)
Brazil,Iron and steel,73181210,3.421,3.732,4.043,(C)
Brazil,Iron and steel,73181290,1.771,1.932,2.093,(C)
Brazil,Iron and steel,73181300,1.771,1.932,2.093,(C)
Brazil,Iron and steel,73181410,3.421,3.732,4.043,(C)
Brazil,Iron and steel,73181491,1.771,1.932,2.093,(C)
Brazil,Iron and steel,73181499,1.771,1.932,2.093,(C)
Brazil,Iron and steel,731815,2.816,3.072,3.328,(C)
Brazil,Iron and steel,731816,3.256,3.552,3.848,(C)
Brazil,Iron and steel,73181900,1.771,1.932,2.093,(C)
Brazil,Iron and steel,73182100,1.771,1.932,2.093,(C)
Brazil,Iron and steel,73182200,2.068,2.256,2.444,(C)
Brazil,Iron and steel,73182300,1.958,2.136,2.314,(C)
Brazil,Iron and steel,73182400,1.771,1.932,2.093,(C)
Brazil,Iron and steel,73182900,1.771,1.932,2.093,(C)
Brazil,Iron and steel,7326,,,, 
Brazil,Iron and steel,73261100,2.684,2.928,3.172,(C)
Brazil,Iron and steel,732619,2.684,2.928,3.172,(C)
Brazil,Iron and steel,73262000,1.804,1.968,2.132,(C)
Brazil,Iron and steel,73269030,1.771,1.932,2.093,(C)
Brazil,Iron and steel,73269040,1.771,1.932,2.093,(C)
Brazil,Iron and steel,73269050,1.771,1.932,2.093,(C)
Brazil,Iron and steel,73269060,1.771,1.932,2.093,(C)
Brazil,Iron and steel,73269092,2.684,2.928,3.172,(C)
Brazil,Iron and steel,73269094,2.684,2.928,3.172,(C)
Brazil,Iron and steel,73269096,2.684,2.928,3.172,(C)
Brazil,Iron and steel,73269098,1.903,2.076,2.249,(C)
Brunei,Cement,25070080,,,,
Brunei,Cement,25231000,,,,
Brunei,Cement,25231000,,,,
Brunei,Cement,25232100,,,,
Brunei,Cement,25232900,1.221,1.332,1.443,
Brunei,Cement,25239000,,,,
Brunei,Cement,25239000,,,,
Brunei,Cement,25233000,,,, 
Brunei,Hydrogen,28041000,11.902,12.984,14.066,
Cambodia,Cement,25070080,,,,
Cambodia,Cement,25231000,,,,
Cambodia,Cement,25231000,0.99,1.08,1.17,(A)
Cambodia,Cement,25232100,,,, 
Cambodia,Cement,25232900,1.012,1.104,1.196, 
Cambodia,Cement,25239000,,,,
Cambodia,Cement,25239000,0.979,1.068,1.157,(A)
Cambodia,Cement,25233000,,,, 
Cambodia,Fertilisers,28080000,2.343,2.343,2.343, 
Cambodia,Fertilisers,28141000,,,,
Cambodia,Fertilisers,28142000,0.778,0.778,0.778,
Cambodia,Fertilisers,28342100,2.04,2.04,2.04,
Cambodia,Fertilisers,3102,,,,
Cambodia,Fertilisers,31021012,0.919,0.919,0.919,
Cambodia,Fertilisers,31021015,1.495,1.495,1.495,
Cambodia,Fertilisers,31021019,2.757,2.757,2.757,
Cambodia,Fertilisers,31021090,2.697,2.697,2.697,
Cambodia,Fertilisers,31022100,0.788,0.788,0.788,
Cambodia,Fertilisers,31022900,1.444,1.444,1.444,
Cambodia,Fertilisers,31023010,1.566,1.566,1.566,
Cambodia,Fertilisers,31023090,2.404,2.404,2.404,
Cambodia,Fertilisers,31024010,2.071,2.071,2.071,
Cambodia,Fertilisers,31024090,2.071,2.071,2.071,
Cambodia,Fertilisers,31025000,3.646,3.646,3.646,
Cambodia,Fertilisers,31026000,2.02,2.02,2.02,
Cambodia,Fertilisers,31028000,1.959,1.959,1.959,
Cambodia,Fertilisers,31029000,2.283,2.283,2.283,
Cambodia,Fertilisers,3105,,,,
Cambodia,Fertilisers,31051000,0.879,0.879,0.879,
Cambodia,Fertilisers,31052010,1.081,1.081,1.081,
Cambodia,Fertilisers,31052090,0.737,0.737,0.737,
Cambodia,Fertilisers,31053000,0.626,0.626,0.626,
Cambodia,Fertilisers,31054000,0.414,0.414,0.414,
Cambodia,Fertilisers,31055100,1.465,1.465,1.465,
Cambodia,Fertilisers,31055900,0.758,0.758,0.758,
Cambodia,Fertilisers,31059020,1.384,1.384,1.384,
Cambodia,Fertilisers,31059080,0.727,0.727,0.727,
Cameroon,Cement,25070080,0.286,0.312,0.338,(A)
Cameroon,Cement,25231000,,,,
Cameroon,Cement,25231000,,,,
Cameroon,Cement,25232100,,,,
Cameroon,Cement,25232900,,,,
Cameroon,Cement,25239000,,,,
Cameroon,Cement,25239000,,,,
Cameroon,Cement,25233000,,,,
Cameroon,Fertilisers,28080000,1.889,1.889,1.889, 
Cameroon,Fertilisers,28141000,,,, 
Cameroon,Fertilisers,28142000,0.758,0.758,0.758, 
Cameroon,Fertilisers,28342100,1.727,1.727,1.727, 
Cameroon,Fertilisers,3102,,,, 
Cameroon,Fertilisers,31021012,0.566,0.566,0.566, 
Cameroon,Fertilisers,31021015,0.909,0.909,0.909, 
Cameroon,Fertilisers,31021019,1.697,1.697,1.697, 
Cameroon,Fertilisers,31021090,1.667,1.667,1.667, 
Cameroon,Fertilisers,31022100,0.758,0.758,0.758, 
Cameroon,Fertilisers,31022900,1.273,1.273,1.273, 
Cameroon,Fertilisers,31023010,1.323,1.323,1.323, 
Cameroon,Fertilisers,31023090,2.03,2.03,2.03, 
Cameroon,Fertilisers,31024010,1.757,1.757,1.757, 
Cameroon,Fertilisers,31024090,1.757,1.757,1.757, 
Cameroon,Fertilisers,31025000,2.949,2.949,2.949, 
Cameroon,Fertilisers,31026000,1.707,1.707,1.707, 
Cameroon,Fertilisers,31028000,1.454,1.454,1.454, 
Cameroon,Fertilisers,31029000,1.616,1.616,1.616, 
Cameroon,Fertilisers,3105,,,, 
Cameroon,Fertilisers,31051000,0.778,0.778,0.778, 
Cameroon,Fertilisers,31052010,0.919,0.919,0.919, 
Cameroon,Fertilisers,31052090,0.626,0.626,0.626, 
Cameroon,Fertilisers,31053000,0.606,0.606,0.606, 
Cameroon,Fertilisers,31054000,0.394,0.394,0.394, 
Cameroon,Fertilisers,31055100,1.242,1.242,1.242, 
Cameroon,Fertilisers,31055900,0.727,0.727,0.727, 
Cameroon,Fertilisers,31059020,1.182,1.182,1.182, 
Cameroon,Fertilisers,31059080,0.616,0.616,0.616, 
Cameroon,Aluminium,7601,1.87,2.04,2.21,(K)
Cameroon,Aluminium,7603,1.991,2.172,2.353,(K)
Cameroon,Aluminium,76041010,2.233,2.436,2.639,(K)
Cameroon,Aluminium,76041090,2.255,2.46,2.665,(K)
Cameroon,Aluminium,76042100,2.255,2.46,2.665,(K)
Cameroon,Aluminium,76042910,2.233,2.436,2.639,(K)
Cameroon,Aluminium,76042990,2.255,2.46,2.665,(K)
Cameroon,Aluminium,7605,2.233,2.436,2.639,(K)
Cameroon,Aluminium,7606,2.739,2.988,3.237,(K)
Cameroon,Aluminium,7607,2.739,2.988,3.237,(K)
Cameroon,Aluminium,7608,2.255,2.46,2.665,(K)
Cameroon,Aluminium,76090000,2.255,2.46,2.665,(K)
Cameroon,Aluminium,76101000,2.255,2.46,2.665,(K)
Cameroon,Aluminium,761090,2.255,2.46,2.665,(K)
Cameroon,Aluminium,76109010,2.255,2.46,2.665,(K)
Cameroon,Aluminium,76109090,2.255,2.46,2.665,(K)
Cameroon,Aluminium,76110000,2.739,2.988,3.237,(K)
Cameroon,Aluminium,7612,2.739,2.988,3.237,(K)
Cameroon,Aluminium,76130000,2.739,2.988,3.237,(K)
Cameroon,Aluminium,7614,2.233,2.436,2.639,(K)
Cameroon,Aluminium,76161000,2.739,2.988,3.237,(K)
Cameroon,Aluminium,76169100,2.739,2.988,3.237,(K)
Cameroon,Aluminium,76169910,1.991,2.172,2.353,(K)
Cameroon,Aluminium,76169990,2.739,2.988,3.237,(K)
Cameroon,Hydrogen,28041000,11.902,12.984,14.066, 
Canada,Cement,25070080,0.264,0.288,0.312,(A)
Canada,Cement,25231000,1.419,1.548,1.677,(B)
Canada,Cement,25231000,,,,
Canada,Cement,25232100,1.496,1.632,1.768, 
Canada,Cement,25232900,,,, 
Canada,Cement,25239000,1.562,1.704,1.846,(B)
Canada,Cement,25239000,,,,
Canada,Cement,25233000,,,, 
Canada,Fertilisers,28080000,1.555,1.555,1.555, 
Canada,Fertilisers,28141000,2.0,2.0,2.0, 
Canada,Fertilisers,28142000,0.596,0.596,0.596, 
Canada,Fertilisers,28342100,1.414,1.414,1.414, 
Canada,Fertilisers,3102,,,, 
Canada,Fertilisers,31021012,0.465,0.465,0.465, 
Canada,Fertilisers,31021015,0.747,0.747,0.747, 
Canada,Fertilisers,31021019,1.384,1.384,1.384, 
Canada,Fertilisers,31021090,1.353,1.353,1.353, 
Canada,Fertilisers,31022100,0.616,0.616,0.616, 
Canada,Fertilisers,31022900,1.04,1.04,1.04, 
Canada,Fertilisers,31023010,1.081,1.081,1.081, 
Canada,Fertilisers,31023090,1.667,1.667,1.667, 
Canada,Fertilisers,31024010,1.454,1.454,1.454, 
Canada,Fertilisers,31024090,1.454,1.454,1.454, 
Canada,Fertilisers,31025000,2.424,2.424,2.424, 
Canada,Fertilisers,31026000,1.404,1.404,1.404, 
Canada,Fertilisers,31028000,1.182,1.182,1.182, 
Canada,Fertilisers,31029000,1.313,1.313,1.313, 
Canada,Fertilisers,3105,,,, 
Canada,Fertilisers,31051000,0.636,0.636,0.636, 
Canada,Fertilisers,31052010,0.768,0.768,0.768, 
Canada,Fertilisers,31052090,0.525,0.525,0.525, 
Canada,Fertilisers,31053000,0.485,0.485,0.485, 
Canada,Fertilisers,31054000,0.323,0.323,0.323, 
Canada,Fertilisers,31055100,1.03,1.03,1.03, 
Canada,Fertilisers,31055900,0.606,0.606,0.606, 
Canada,Fertilisers,31059020,0.97,0.97,0.97, 
Canada,Fertilisers,31059080,0.505,0.505,0.505, 
Canada,Aluminium,7601,2.156,2.352,2.548,(K)
Canada,Aluminium,7603,2.277,2.484,2.691,(K)
Canada,Aluminium,76041010,2.519,2.748,2.977,(K)
Canada,Aluminium,76041090,2.541,2.772,3.003,(K)
Canada,Aluminium,76042100,2.541,2.772,3.003,(K)
Canada,Aluminium,76042910,2.519,2.748,2.977,(K)
Canada,Aluminium,76042990,2.541,2.772,3.003,(K)
Canada,Aluminium,7605,2.519,2.748,2.977,(K)
Canada,Aluminium,7606,3.025,3.3,3.575,(K)
Canada,Aluminium,7607,3.025,3.3,3.575,(K)
Canada,Aluminium,7608,2.541,2.772,3.003,(K)
Canada,Aluminium,76090000,2.541,2.772,3.003,(K)
Canada,Aluminium,76101000,2.541,2.772,3.003,(K)
Canada,Aluminium,761090,2.541,2.772,3.003,(K)
Canada,Aluminium,76109010,2.541,2.772,3.003,(K)
Canada,Aluminium,76109090,2.541,2.772,3.003,(K)
Canada,Aluminium,76110000,3.025,3.3,3.575,(K)
Canada,Aluminium,7612,3.025,3.3,3.575,(K)
Canada,Aluminium,76130000,3.025,3.3,3.575,(K)
Canada,Aluminium,7614,2.519,2.748,2.977,(K)
Canada,Aluminium,76161000,3.025,3.3,3.575,(K)
Canada,Aluminium,76169100,3.025,3.3,3.575,(K)
Canada,Aluminium,76169910,2.277,2.484,2.691,(K)
Canada,Aluminium,76169990,3.025,3.3,3.575,(K)
Canada,Hydrogen,28041000,11.902,12.984,14.066, 
Canada,Iron and steel,26011200,0.099,0.108,0.117, 
Canada,Iron and steel,7201,1.221,1.332,1.443, 
Canada,Iron and steel,720211,1.859,2.028,2.197, 
Canada,Iron and steel,720219,,,, 
Canada,Iron and steel,720241,2.585,2.82,3.055, 
Canada,Iron and steel,720249,,,, 
Canada,Iron and steel,72026000,3.828,4.176,4.524, 
Canada,Iron and steel,7203,0.836,0.912,0.988, 
Canada,Iron and steel,7205,1.419,1.548,1.677,(C)
Canada,Iron and steel,7206,,,,
Canada,Iron and steel,72061000,1.463,1.596,1.729,(C)
Canada,Iron and steel,72069000,1.463,1.596,1.729,(C)
Canada,Iron and steel,7207,,,,
Canada,Iron and steel,72071111,1.463,1.596,1.729,(C)
Canada,Iron and steel,72071114,1.463,1.596,1.729,(C)
Canada,Iron and steel,72071116,1.463,1.596,1.729,(C)
Canada,Iron and steel,72071190,1.463,1.596,1.729,(C)
Canada,Iron and steel,72071210,1.463,1.596,1.729,(C)
Canada,Iron and steel,72071290,1.463,1.596,1.729,(C)
Canada,Iron and steel,72071912,1.463,1.596,1.729,(C)
Canada,Iron and steel,72071919,1.463,1.596,1.729,(C)
Canada,Iron and steel,72071980,1.463,1.596,1.729,(C)
Canada,Iron and steel,72072011,1.463,1.596,1.729,(C)
Canada,Iron and steel,72072015,1.463,1.596,1.729,(C)
Canada,Iron and steel,72072017,1.463,1.596,1.729,(C)
Canada,Iron and steel,72072019,1.463,1.596,1.729,(C)
Canada,Iron and steel,72072032,1.463,1.596,1.729,(C)
Canada,Iron and steel,72072039,1.463,1.596,1.729,(C)
Canada,Iron and steel,72072052,1.463,1.596,1.729,(C)
Canada,Iron and steel,72072059,1.463,1.596,1.729,(C)
Canada,Iron and steel,72072080,1.463,1.596,1.729,(C)
Canada,Iron and steel,7208,1.573,1.716,1.859,(C)
Canada,Iron and steel,7209,1.661,1.812,1.963,(C)
Canada,Iron and steel,7210,1.661,1.812,1.963,(C)
Canada,Iron and steel,7211,,,,
Canada,Iron and steel,72111300,1.573,1.716,1.859,(C)
Canada,Iron and steel,72111400,1.573,1.716,1.859,(C)
Canada,Iron and steel,72111900,1.573,1.716,1.859,(C)
Canada,Iron and steel,721123,1.661,1.812,1.963,(C)
Canada,Iron and steel,72112900,1.661,1.812,1.963,(C)
Canada,Iron and steel,721190,1.661,1.812,1.963,(C)
Canada,Iron and steel,7212,1.661,1.812,1.963,(C)
Canada,Iron and steel,7213,1.463,1.596,1.729,(C)
Canada,Iron and steel,7214,,,,
Canada,Iron and steel,72141000,1.463,1.596,1.729,(C)
Canada,Iron and steel,72142000,1.463,1.596,1.729,(C)
Canada,Iron and steel,72143000,1.463,1.596,1.729,(C)
Canada,Iron and steel,721491,1.463,1.596,1.729,(C)
Canada,Iron and steel,721499,1.463,1.596,1.729,(C)
Canada,Iron and steel,7215,1.463,1.596,1.729,(C)
Canada,Iron and steel,7216,1.463,1.596,1.729,(C)
Canada,Iron and steel,7217,,,,
Canada,Iron and steel,721710,1.463,1.596,1.729,(C)
Canada,Iron and steel,721720,1.463,1.596,1.729,(C)
Canada,Iron and steel,721730,1.463,1.596,1.729,(C)
Canada,Iron and steel,721790,1.463,1.596,1.729,(C)
Canada,Iron and steel,7218,,,,
Canada,Iron and steel,72181000,3.355,3.66,3.965, 
Canada,Iron and steel,721891,3.531,3.852,4.173, 
Canada,Iron and steel,72189911,3.531,3.852,4.173, 
Canada,Iron and steel,72189919,3.355,3.66,3.965, 
Canada,Iron and steel,72189920,3.531,3.852,4.173, 
Canada,Iron and steel,72189980,3.355,3.66,3.965, 
Canada,Iron and steel,7219,,,,
Canada,Iron and steel,72191100,3.531,3.852,4.173, 
Canada,Iron and steel,721912,3.531,3.852,4.173, 
Canada,Iron and steel,721913,3.531,3.852,4.173, 
Canada,Iron and steel,721914,3.531,3.852,4.173, 
Canada,Iron and steel,721921,3.531,3.852,4.173, 
Canada,Iron and steel,721922,3.531,3.852,4.173, 
Canada,Iron and steel,72192300,3.531,3.852,4.173, 
Canada,Iron and steel,72192400,3.531,3.852,4.173, 
Canada,Iron and steel,72193100,3.619,3.948,4.277, 
Canada,Iron and steel,721932,3.619,3.948,4.277, 
Canada,Iron and steel,721933,3.619,3.948,4.277, 
Canada,Iron and steel,721934,3.619,3.948,4.277, 
Canada,Iron and steel,721935,3.619,3.948,4.277, 
Canada,Iron and steel,721990,3.619,3.948,4.277, 
Canada,Iron and steel,7220,,,,
Canada,Iron and steel,72201100,3.531,3.852,4.173, 
Canada,Iron and steel,72201200,3.531,3.852,4.173, 
Canada,Iron and steel,722020,3.619,3.948,4.277, 
Canada,Iron and steel,722090,3.619,3.948,4.277, 
Canada,Iron and steel,7221,3.355,3.66,3.965, 
Canada,Iron and steel,7222,,,,
Canada,Iron and steel,722211,3.355,3.66,3.965, 
Canada,Iron and steel,722219,3.355,3.66,3.965, 
Canada,Iron and steel,722220,3.355,3.66,3.965, 
Canada,Iron and steel,722230,3.355,3.66,3.965, 
Canada,Iron and steel,722240,3.355,3.66,3.965, 
Canada,Iron and steel,7223,,,,
Canada,Iron and steel,722300,3.355,3.66,3.965, 
Canada,Iron and steel,7224,,,,
Canada,Iron and steel,722410,3.762,4.104,4.446,(F)
Canada,Iron and steel,72249002,3.949,4.308,4.667,(F)
Canada,Iron and steel,72249003,3.949,4.308,4.667,(F)
Canada,Iron and steel,72249005,3.949,4.308,4.667,(F)
Canada,Iron and steel,72249007,3.949,4.308,4.667,(F)
Canada,Iron and steel,72249014,3.949,4.308,4.667,(F)
Canada,Iron and steel,72249018,3.762,4.104,4.446,(F)
Canada,Iron and steel,72249031,3.949,4.308,4.667,(F)
Canada,Iron and steel,72249038,3.949,4.308,4.667,(F)
Canada,Iron and steel,72249090,3.762,4.104,4.446,(F)
Canada,Iron and steel,7225,,,,
Canada,Iron and steel,72251100,5.17,5.64,6.11,(C)
Canada,Iron and steel,72251910,3.949,4.308,4.667,(C)
Canada,Iron and steel,72251990,4.026,4.392,4.758,(F)
Canada,Iron and steel,722530,3.949,4.308,4.667,(F)
Canada,Iron and steel,722540,3.949,4.308,4.667,(F)
Canada,Iron and steel,722550,4.026,4.392,4.758,(F)
Canada,Iron and steel,72259100,4.026,4.392,4.758,(F)
Canada,Iron and steel,72259200,4.026,4.392,4.758,(F)
Canada,Iron and steel,72259900,4.026,4.392,4.758,(F)
Canada,Iron and steel,7226,,,,
Canada,Iron and steel,72261100,5.17,5.64,6.11,(C)
Canada,Iron and steel,72261910,3.949,4.308,4.667,(C)
Canada,Iron and steel,72261980,4.026,4.392,4.758,(F)
Canada,Iron and steel,72262000,3.949,4.308,4.667,(F)
Canada,Iron and steel,722691,3.949,4.308,4.667,(F)
Canada,Iron and steel,72269200,4.026,4.392,4.758,(F)
Canada,Iron and steel,722699,4.026,4.392,4.758,(F)
Canada,Iron and steel,7227,3.762,4.104,4.446,(C)/(F)
Canada,Iron and steel,7228,,,,
Canada,Iron and steel,72281020,3.762,4.104,4.446,(F)
Canada,Iron and steel,72281050,3.762,4.104,4.446,(F)
Canada,Iron and steel,72281090,3.762,4.104,4.446,(F)
Canada,Iron and steel,722820,3.762,4.104,4.446,(F)
Canada,Iron and steel,722830,3.762,4.104,4.446,(C)/(F)
Canada,Iron and steel,722840,3.762,4.104,4.446,(F)
Canada,Iron and steel,722850,3.762,4.104,4.446,(C)/(F)
Canada,Iron and steel,722860,3.762,4.104,4.446,(F)
Canada,Iron and steel,722870,3.762,4.104,4.446,(F)
